10/18/2019
ClinoTestDesorp3_10/18/2019
ZZ
Time (d:h:m:s)	NDIR Concentration (ppm)	Temperature (C)	N2 MFC Flowrate (sccm)	NH3 MFC Flowrate (sccm)	291:09:36:53	77.964	24.770	0.100	0.400
291:09:36:54	77.964	24.766	0.100	0.400
291:09:36:55	77.964	24.773	0.100	0.400
291:09:36:56	77.964	24.770	0.100	0.400
291:09:36:58	77.964	24.777	0.100	0.400
291:09:36:59	77.964	24.784	0.100	0.400
291:09:37:00	77.964	24.777	0.100	0.400
291:09:37:01	77.964	24.777	0.100	0.400
291:09:37:02	77.964	24.773	0.100	0.400
291:09:37:03	77.964	24.777	0.100	0.400
291:09:37:04	77.964	24.773	0.100	0.400
291:09:37:06	77.964	24.770	0.100	0.400
291:09:37:07	77.964	24.777	0.100	0.400
291:09:37:08	77.964	24.766	0.100	0.400
291:09:37:09	77.964	24.770	0.100	0.400
291:09:37:10	97.455	24.780	0.100	0.400
291:09:37:11	77.964	24.780	0.100	0.400
291:09:37:12	77.964	24.787	0.100	0.400
291:09:37:14	77.964	24.794	0.100	0.400
291:09:37:15	77.964	24.797	0.100	0.400
291:09:37:16	77.964	24.801	0.100	0.400
291:09:37:17	77.964	24.808	0.100	0.400
291:09:37:18	77.964	24.822	0.100	0.400
291:09:37:19	77.964	24.825	0.100	0.400
291:09:37:20	97.455	24.835	0.100	0.400
291:09:37:22	77.964	24.839	0.100	0.400
291:09:37:23	77.964	24.839	0.100	0.400
291:09:37:24	77.964	24.842	0.100	0.400
291:09:37:25	77.964	24.842	0.100	0.400
291:09:37:26	77.964	24.839	0.100	0.400
291:09:37:27	77.964	24.829	0.100	0.400
291:09:37:28	77.964	24.829	0.100	0.400
291:09:37:30	77.964	24.818	0.100	0.400
291:09:37:31	77.964	24.818	0.100	0.400
291:09:37:32	77.964	24.811	0.100	0.400
291:09:37:33	77.964	24.804	0.100	0.400
291:09:37:34	77.964	24.811	0.100	0.400
291:09:37:35	77.964	24.808	0.100	0.400
291:09:37:36	77.964	24.801	0.100	0.400
291:09:37:38	77.964	24.794	0.100	0.400
291:09:37:39	77.964	24.784	0.100	0.400
291:09:37:40	77.964	24.791	0.100	0.400
291:09:37:41	77.964	24.784	0.100	0.400
291:09:37:42	77.964	24.777	0.100	0.400
291:09:37:43	77.964	24.773	0.100	0.400
291:09:37:44	77.964	24.777	0.100	0.400
291:09:37:46	77.964	24.770	0.100	0.400
291:09:37:47	77.964	24.773	0.100	0.400
291:09:37:48	77.964	24.773	0.100	0.400
291:09:37:49	77.964	24.773	0.100	0.400
291:09:37:50	77.964	24.777	0.100	0.400
291:09:37:51	77.964	24.777	0.100	0.400
291:09:37:52	77.964	24.784	0.100	0.400
291:09:37:54	77.964	24.787	0.100	0.400
291:09:37:55	77.964	24.784	0.100	0.400
291:09:37:56	77.964	24.780	0.100	0.400
291:09:37:57	77.964	24.780	0.100	0.400
291:09:37:58	77.964	24.780	0.100	0.400
291:09:37:59	97.455	24.777	0.100	0.400
291:09:38:00	77.964	24.780	0.100	0.400
291:09:38:02	77.964	24.780	0.100	0.400
291:09:38:03	77.964	24.784	0.100	0.400
291:09:38:04	77.964	24.794	0.100	0.400
291:09:38:05	77.964	24.794	0.100	0.400
291:09:38:06	77.964	24.791	0.100	0.400
291:09:38:07	77.964	24.797	0.100	0.400
291:09:38:08	77.964	24.791	0.100	0.400
291:09:38:10	77.964	24.784	0.100	0.400
291:09:38:11	77.964	24.784	0.100	0.400
291:09:38:12	77.964	24.780	0.100	0.400
291:09:38:13	77.964	24.773	0.100	0.400
291:09:38:14	77.964	24.777	0.100	0.400
291:09:38:15	77.964	24.777	0.100	0.400
291:09:38:16	77.964	24.763	0.100	0.400
291:09:38:18	77.964	24.780	0.100	0.400
291:09:38:19	77.964	24.784	0.100	0.400
291:09:38:20	77.964	24.784	0.100	0.400
291:09:38:21	77.964	24.777	0.100	0.400
291:09:38:22	77.964	24.773	0.100	0.400
291:09:38:23	77.964	24.770	0.100	0.400
291:09:38:24	77.964	24.777	0.100	0.400
291:09:38:26	77.964	24.773	0.100	0.400
291:09:38:27	77.964	24.773	0.100	0.400
291:09:38:28	77.964	24.770	0.100	0.400
291:09:38:29	77.964	24.773	0.100	0.400
291:09:38:30	58.472	24.770	0.100	0.400
291:09:38:31	77.964	24.773	0.100	0.400
291:09:38:32	77.964	24.777	0.100	0.400
291:09:38:34	77.964	24.770	0.100	0.400
291:09:38:35	77.964	24.773	0.100	0.400
291:09:38:36	77.964	24.770	0.100	0.400
291:09:38:37	77.964	24.777	0.100	0.400
291:09:38:38	58.472	24.770	0.100	0.400
291:09:38:39	77.964	24.770	0.100	0.400
291:09:38:40	58.472	24.773	0.100	0.400
291:09:38:42	58.472	24.784	0.100	0.400
291:09:38:43	77.964	24.773	0.100	0.400
291:09:38:44	77.964	24.777	0.100	0.400
291:09:38:45	77.964	24.780	0.100	0.400
291:09:38:46	77.964	24.777	0.100	0.400
291:09:38:47	77.964	24.784	0.100	0.400
291:09:38:48	77.964	24.791	0.100	0.400
291:09:38:50	77.964	24.794	0.100	0.400
291:09:38:51	77.964	24.791	0.100	0.400
291:09:38:52	77.964	24.797	0.100	0.400
291:09:38:53	77.964	24.801	0.100	0.400
291:09:38:54	77.964	24.791	0.100	0.400
291:09:38:55	77.964	24.801	0.100	0.400
291:09:38:56	77.964	24.797	0.100	0.400
291:09:38:58	77.964	24.797	0.100	0.400
291:09:38:59	58.472	24.797	0.100	0.400
291:09:39:00	58.472	24.797	0.100	0.400
291:09:39:01	77.964	24.811	0.100	0.400
291:09:39:02	77.964	24.801	0.100	0.400
291:09:39:03	77.964	24.804	0.100	0.400
291:09:39:04	58.472	24.808	0.100	0.400
291:09:39:07	77.964	24.818	0.100	0.400
291:09:39:07	77.964	24.825	0.100	0.400
291:09:39:08	58.472	24.815	0.100	0.400
291:09:39:09	58.472	24.832	0.100	0.400
291:09:39:10	77.964	24.832	0.100	0.400
291:09:39:12	77.964	24.839	0.100	0.400
291:09:39:12	77.964	24.839	0.100	0.400
291:09:39:14	77.964	24.842	0.100	0.400
291:09:39:15	58.472	24.839	0.100	0.400
291:09:39:17	58.472	24.846	0.100	0.400
291:09:39:17	77.964	24.856	0.100	0.400
291:09:39:18	58.472	24.856	0.100	0.400
291:09:39:19	77.964	24.856	0.100	0.400
291:09:39:20	77.964	24.870	0.100	0.400
291:09:39:22	77.964	24.867	0.100	0.400
291:09:39:23	58.472	24.870	0.100	0.400
291:09:39:24	77.964	24.873	0.100	0.400
291:09:39:25	77.964	24.873	0.100	0.400
291:09:39:27	58.472	24.887	0.100	0.400
291:09:39:27	77.964	24.894	0.100	0.400
291:09:39:28	77.964	24.891	0.100	0.400
291:09:39:30	58.472	24.908	0.100	0.400
291:09:39:31	77.964	24.911	0.100	0.400
291:09:39:32	58.472	24.922	0.100	0.400
291:09:39:33	58.472	24.929	0.100	0.400
