10/17/2019
ClinoTestDesorp2_10/17/2019
HopeWikoff
Time (d:h:m:s)	NDIR Concentration (ppm)	Temperature (C)	N2 MFC Flowrate (sccm)	NH3 MFC Flowrate (sccm)	290:09:55:09	175.423	26.700	0.100	0.400
290:09:55:10	175.423	26.693	0.100	0.400
290:09:55:12	155.931	26.700	0.100	0.400
290:09:55:13	175.423	26.703	0.100	0.400
290:09:55:14	175.423	26.703	0.100	0.400
290:09:55:16	155.931	26.700	0.100	0.400
290:09:55:17	175.423	26.703	0.100	0.400
290:09:55:18	155.931	26.706	0.100	0.400
290:09:55:20	175.423	26.710	0.100	0.400
290:09:55:21	175.423	26.710	0.100	0.400
290:09:55:22	155.931	26.703	0.100	0.400
290:09:55:24	175.423	26.713	0.100	0.400
290:09:55:25	175.423	26.706	0.100	0.400
290:09:55:26	155.931	26.717	0.100	0.400
290:09:55:28	155.931	26.717	0.100	0.400
290:09:55:29	155.931	26.720	0.100	0.400
290:09:55:30	175.423	26.731	0.100	0.400
290:09:55:32	155.931	26.724	0.100	0.400
290:09:55:33	155.931	26.727	0.100	0.400
290:09:55:34	155.931	26.724	0.100	0.400
290:09:55:36	155.931	26.720	0.100	0.400
290:09:55:37	155.931	26.713	0.100	0.400
290:09:55:38	155.931	26.713	0.100	0.400
290:09:55:40	155.931	26.703	0.100	0.400
290:09:55:41	155.931	26.710	0.100	0.400
290:09:55:42	155.931	26.703	0.100	0.400
290:09:55:44	155.931	26.700	0.100	0.400
290:09:55:45	136.439	26.706	0.100	0.400
290:09:55:46	155.931	26.696	0.100	0.400
290:09:55:48	136.439	26.686	0.100	0.400
290:09:55:49	155.931	26.689	0.100	0.400
290:09:55:50	155.931	26.679	0.100	0.400
290:09:55:52	136.439	26.682	0.100	0.400
290:09:55:53	155.931	26.675	0.100	0.400
290:09:55:54	155.931	26.672	0.100	0.400
290:09:55:56	155.931	26.675	0.100	0.400
290:09:55:57	155.931	26.675	0.100	0.400
290:09:55:58	155.931	26.682	0.100	0.400
290:09:56:00	136.439	26.682	0.100	0.400
290:09:56:01	155.931	26.682	0.100	0.400
290:09:56:02	155.931	26.686	0.100	0.400
