10/22/2019
ClinoTestDesorp6_10/22/2019
ZZ
Time (d:h:m:s)	NDIR Concentration (ppm)	Temperature (C)	N2 MFC Flowrate (sccm)	NH3 MFC Flowrate (sccm)	295:09:19:51	-0.004	25.274	0.495	0.400
295:09:19:52	-0.004	25.278	0.495	0.400
295:09:19:53	-0.004	25.281	0.495	0.400
295:09:19:54	-0.004	25.278	0.495	0.400
295:09:19:55	-0.004	25.267	0.495	0.400
295:09:19:56	19.488	25.264	0.496	0.400
295:09:19:57	19.488	25.253	0.496	0.400
295:09:19:58	-0.004	25.253	0.496	0.400
295:09:19:59	19.488	25.250	0.496	0.400
295:09:20:01	-0.004	25.250	0.496	0.400
295:09:20:01	-0.004	25.247	0.496	0.400
295:09:20:02	-0.004	25.233	0.496	0.400
295:09:20:03	-0.004	25.229	0.496	0.400
295:09:20:04	19.488	25.222	0.496	0.400
295:09:20:05	-0.004	25.222	0.496	0.400
295:09:20:07	-0.004	25.215	0.495	0.400
295:09:20:08	-0.004	25.209	0.495	0.400
295:09:20:09	-0.004	25.209	0.495	0.400
295:09:20:10	-0.004	25.209	0.496	0.400
295:09:20:11	-0.004	25.209	0.496	0.400
295:09:20:12	-0.004	25.219	0.495	0.400
295:09:20:13	-0.004	25.212	0.495	0.400
295:09:20:14	-0.004	25.212	0.495	0.400
295:09:20:15	-0.004	25.209	0.496	0.400
295:09:20:16	-0.004	25.205	0.496	0.400
295:09:20:17	-0.004	25.202	0.496	0.400
295:09:20:18	-0.004	25.202	0.496	0.400
295:09:20:19	-0.004	25.212	0.496	0.400
295:09:20:20	-0.004	25.202	0.496	0.400
295:09:20:21	-0.004	25.198	0.496	4.700
295:09:20:23	-0.004	25.181	0.496	4.900
295:09:20:25	-0.004	25.174	0.496	4.900
295:09:20:25	-0.004	25.164	0.496	4.900
295:09:20:26	-0.004	25.171	0.496	4.900
295:09:20:27	-0.004	25.160	0.496	5.000
295:09:20:28	-0.004	25.160	0.496	5.000
295:09:20:29	-0.004	25.160	0.496	5.000
295:09:20:30	-0.004	25.177	0.496	5.000
295:09:20:31	-0.004	25.181	0.496	4.900
295:09:20:32	-0.004	25.181	0.496	5.000
295:09:20:33	-0.004	25.188	0.496	5.000
295:09:20:34	-0.004	25.191	0.496	5.000
295:09:20:35	-0.004	25.195	0.496	5.000
295:09:20:36	-0.004	25.212	0.496	5.000
295:09:20:37	19.488	25.222	0.496	5.000
295:09:20:39	38.980	25.250	0.496	5.000
295:09:20:40	58.472	25.271	0.496	5.000
295:09:20:41	97.455	25.298	0.496	5.000
295:09:20:42	116.947	25.323	0.496	5.000
295:09:20:43	175.423	25.347	0.496	5.000
295:09:20:44	253.391	25.395	0.496	5.000
295:09:20:45	311.867	25.433	0.496	5.000
295:09:20:46	409.327	25.474	0.496	5.000
295:09:20:47	526.278	25.516	0.496	5.000
295:09:20:48	584.754	25.561	0.496	5.000
295:09:20:49	721.198	25.616	0.496	5.000
295:09:20:50	838.149	25.675	0.496	5.000
295:09:20:51	955.101	25.737	0.496	5.000
295:09:20:52	1052.561	25.796	0.496	5.000
295:09:20:53	1189.004	25.858	0.496	5.000
295:09:20:55	1422.908	25.982	0.496	5.000
295:09:20:56	1539.859	26.065	0.496	5.000
295:09:20:57	1676.303	26.130	0.496	5.000
295:09:20:58	1773.763	26.203	0.495	5.000
295:09:20:59	1871.222	26.268	0.495	5.000
295:09:21:00	1968.682	26.330	0.496	5.000
295:09:21:01	2085.634	26.399	0.496	5.000
295:09:21:02	2183.094	26.479	0.496	5.000
295:09:21:03	2280.553	26.541	0.496	5.000
295:09:21:04	2378.013	26.603	0.496	5.000
295:09:21:05	2455.981	26.665	0.496	5.000
295:09:21:06	2533.949	26.734	0.496	5.000
295:09:21:07	2592.424	26.793	0.496	5.000
295:09:21:08	2670.392	26.869	0.496	5.000
295:09:21:09	2748.360	26.934	0.496	5.000
295:09:21:11	2904.295	27.069	0.496	5.000
295:09:21:12	2982.263	27.124	0.496	5.000
295:09:21:13	3040.739	27.172	0.496	5.000
295:09:21:14	3118.707	27.251	0.496	5.000
295:09:21:15	3177.183	27.300	0.496	5.000
295:09:21:16	3235.659	27.355	0.496	5.000
295:09:21:17	3294.134	27.410	0.496	5.000
295:09:21:18	3372.102	27.465	0.496	5.000
295:09:21:19	3411.086	27.510	0.496	5.000
295:09:21:20	3469.562	27.579	0.496	5.000
295:09:21:21	3528.038	27.627	0.495	5.000
295:09:21:22	3586.514	27.682	0.496	5.000
295:09:21:23	3625.497	27.730	0.496	5.000
295:09:21:24	3683.973	27.775	0.496	5.000
295:09:21:25	3703.465	27.834	0.496	5.000
295:09:21:27	3781.433	27.920	0.496	5.000
295:09:21:28	3820.417	27.968	0.495	5.000
295:09:21:29	3839.909	28.006	0.495	5.000
295:09:21:30	3859.401	28.033	0.496	5.000
295:09:21:31	3898.385	28.071	0.496	5.000
295:09:21:32	3937.369	28.116	0.496	5.000
295:09:21:33	3956.860	28.147	0.496	5.000
295:09:21:34	3995.844	28.178	0.496	5.000
295:09:21:35	4015.336	28.209	0.496	5.000
295:09:21:36	4054.320	28.250	0.496	5.000
295:09:21:37	4073.812	28.275	0.496	5.000
295:09:21:38	4112.796	28.316	0.496	5.000
295:09:21:39	4171.272	28.340	0.495	0.600
295:09:21:40	4171.272	28.368	0.496	0.600
295:09:21:42	4229.748	28.392	0.496	0.700
295:09:21:43	4268.732	28.416	0.496	0.700
295:09:21:44	4249.240	28.423	0.495	0.700
295:09:21:45	4093.304	28.416	0.496	0.700
295:09:21:46	3742.449	28.405	0.496	0.700
295:09:21:47	3294.134	28.381	0.496	0.700
295:09:21:48	2826.328	28.361	0.496	0.700
295:09:21:49	2397.505	28.330	0.496	0.700
295:09:21:50	2027.158	28.302	0.228	0.700
295:09:21:51	1773.763	28.264	0.106	0.700
