10/19/2019
ClinoTestAbsorp3_10/19/2019
ZZ
Time (d:h:m:s)	NDIR Concentration (ppm)	Temperature (C)	N2 MFC Flowrate (sccm)	NH3 MFC Flowrate (sccm)	292:15:16:09	-0.004	24.870	0.001	0.400
292:15:16:10	-0.004	24.863	0.001	0.400
292:15:16:11	-0.004	24.870	0.000	0.400
292:15:16:12	-0.004	24.873	0.001	0.400
292:15:16:13	-0.004	24.870	0.000	0.400
292:15:16:14	-0.004	24.870	0.000	0.400
292:15:16:16	-0.004	24.877	0.001	0.400
292:15:16:17	19.488	24.877	0.000	0.400
292:15:16:18	19.488	24.867	0.001	0.400
292:15:16:19	-0.004	24.863	0.001	0.400
292:15:16:20	-0.004	24.863	0.001	0.400
292:15:16:21	-0.004	24.873	0.001	0.400
292:15:16:22	-0.004	24.873	0.001	0.400
292:15:16:24	-0.004	24.873	0.001	0.400
292:15:16:25	-0.004	24.877	0.001	0.400
292:15:16:26	-0.004	24.870	0.001	0.400
292:15:16:27	-0.004	24.870	0.001	0.400
292:15:16:28	-0.004	24.870	0.001	0.400
292:15:16:29	-0.004	24.873	0.001	0.400
292:15:16:30	-0.004	24.877	0.001	0.400
292:15:16:32	-0.004	24.877	0.000	0.400
292:15:16:33	19.488	24.873	0.001	0.400
292:15:16:34	-0.004	24.873	0.001	0.400
292:15:16:35	-0.004	24.867	0.000	0.400
292:15:16:36	-0.004	24.873	0.001	0.400
292:15:16:37	19.488	24.863	0.001	0.400
292:15:16:38	-0.004	24.863	0.001	0.400
292:15:16:40	-0.004	24.870	0.001	0.400
292:15:16:41	19.488	24.863	0.000	0.400
292:15:16:42	-0.004	24.870	0.380	0.400
292:15:16:43	-0.004	24.867	0.497	0.400
292:15:16:44	-0.004	24.867	0.497	0.400
292:15:16:45	-0.004	24.873	0.496	0.400
292:15:16:46	-0.004	24.863	0.496	0.200
292:15:16:48	-0.004	24.867	0.494	-10.200
292:15:16:49	-0.004	24.863	0.495	-20.300
292:15:16:50	-0.004	24.860	0.495	-20.300
292:15:16:51	-0.004	24.860	0.495	-20.300
292:15:16:52	-0.004	24.860	0.495	-20.300
292:15:16:53	-0.004	24.863	0.494	-20.300
292:15:16:54	-0.004	24.856	0.494	-20.300
292:15:16:56	-0.004	24.849	0.000	-20.300
292:15:16:57	-0.004	24.846	0.000	-20.300
292:15:16:58	-0.004	24.849	0.000	-20.300
292:15:16:59	-0.004	24.849	0.001	-20.300
292:15:17:00	-0.004	24.870	0.000	-20.300
292:15:17:01	-0.004	24.860	0.001	-20.300
292:15:17:02	-0.004	24.867	0.001	-20.300
292:15:17:04	-0.004	24.877	0.001	-20.300
292:15:17:05	-0.004	24.891	0.001	-20.300
292:15:17:06	-0.004	24.870	0.000	-20.100
292:15:17:07	19.488	24.873	0.000	-16.900
292:15:17:08	-0.004	24.870	0.001	-16.900
292:15:17:09	-0.004	24.877	0.001	-13.700
292:15:17:10	19.488	24.877	0.001	-11.400
292:15:17:12	-0.004	24.880	0.001	-8.400
292:15:17:13	-0.004	24.860	0.001	-8.400
292:15:17:14	-0.004	24.860	0.001	-7.300
292:15:17:15	-0.004	24.887	0.001	-5.100
292:15:17:16	-0.004	25.001	0.001	-2.800
292:15:17:17	-0.004	25.084	0.001	-1.400
292:15:17:18	-0.004	25.167	0.001	-1.400
292:15:17:20	-0.004	25.278	0.000	-0.200
292:15:17:21	-0.004	25.319	0.001	0.000
292:15:17:22	-0.004	25.350	0.001	0.200
292:15:17:23	-0.004	25.367	0.000	0.200
292:15:17:24	-0.004	25.385	0.000	0.300
292:15:17:25	-0.004	25.416	0.001	0.300
292:15:17:26	-0.004	25.436	0.001	0.300
292:15:17:28	-0.004	25.433	0.001	0.300
292:15:17:29	-0.004	25.454	0.001	0.300
292:15:17:30	19.488	25.457	0.001	0.300
292:15:17:31	-0.004	25.464	0.001	0.300
292:15:17:32	-0.004	25.464	0.000	0.300
292:15:17:33	-0.004	25.468	0.001	0.300
292:15:17:34	-0.004	25.474	0.001	0.300
292:15:17:36	-0.004	25.443	0.001	0.400
292:15:17:37	-0.004	25.471	0.001	0.400
292:15:17:38	-0.004	25.481	0.000	0.400
292:15:17:39	-0.004	25.471	0.000	0.300
292:15:17:40	-0.004	25.478	0.001	0.300
292:15:17:41	-0.004	25.474	0.001	0.300
292:15:17:42	19.488	25.474	0.001	0.300
292:15:17:44	-0.004	25.457	0.001	0.300
292:15:17:45	-0.004	25.450	0.001	0.300
292:15:17:46	-0.004	25.440	0.001	0.300
292:15:17:47	-0.004	25.443	0.001	0.300
292:15:17:48	-0.004	25.433	0.000	0.300
292:15:17:49	-0.004	25.433	0.000	0.300
292:15:17:50	-0.004	25.423	0.001	0.300
292:15:17:52	-0.004	25.402	0.494	0.300
292:15:17:53	-0.004	25.409	0.494	0.300
292:15:17:54	19.488	25.416	0.494	0.400
292:15:17:55	38.980	25.436	0.494	0.300
292:15:17:56	58.472	25.457	0.494	0.300
292:15:17:57	58.472	25.481	0.494	0.300
292:15:17:58	58.472	25.512	0.494	0.300
292:15:18:00	38.980	25.540	0.495	0.300
292:15:18:01	38.980	25.550	0.495	0.400
292:15:18:02	38.980	25.564	0.495	0.300
292:15:18:03	19.488	25.575	0.495	0.300
292:15:18:04	19.488	25.575	0.495	0.400
292:15:18:05	19.488	25.571	0.495	0.300
292:15:18:06	19.488	25.578	0.495	0.300
292:15:18:08	19.488	25.568	0.495	0.400
292:15:18:09	19.488	25.568	0.495	0.400
292:15:18:10	19.488	25.578	0.495	0.300
292:15:18:11	19.488	25.575	0.495	0.300
292:15:18:12	19.488	25.571	0.495	0.400
292:15:18:13	-0.004	25.557	0.495	0.400
292:15:18:14	-0.004	25.554	0.495	0.300
292:15:18:16	-0.004	25.537	0.495	0.300
292:15:18:17	-0.004	25.533	0.495	0.400
292:15:18:18	-0.004	25.526	0.495	0.400
292:15:18:19	-0.004	25.516	0.495	0.300
292:15:18:20	19.488	25.506	0.495	0.400
292:15:18:21	-0.004	25.506	0.495	0.400
292:15:18:22	-0.004	25.499	0.495	0.300
292:15:18:24	-0.004	25.488	0.496	0.300
292:15:18:25	19.488	25.485	0.495	0.300
292:15:18:26	-0.004	25.471	0.495	0.400
292:15:18:27	-0.004	25.468	0.495	0.300
292:15:18:28	-0.004	25.454	0.495	0.300
292:15:18:29	-0.004	25.454	0.495	0.400
292:15:18:30	-0.004	25.443	0.495	0.300
292:15:18:32	-0.004	25.430	0.496	0.300
292:15:18:33	-0.004	25.423	0.496	0.300
292:15:18:34	-0.004	25.419	0.495	0.300
292:15:18:35	-0.004	25.405	0.495	0.300
292:15:18:36	19.488	25.405	0.496	0.300
292:15:18:37	19.488	25.395	0.496	4.300
292:15:18:38	-0.004	25.392	0.496	4.900
292:15:18:40	-0.004	25.371	0.495	4.900
292:15:18:41	-0.004	25.364	0.496	4.900
292:15:18:42	19.488	25.360	0.496	4.900
292:15:18:43	-0.004	25.350	0.496	4.900
292:15:18:44	-0.004	25.340	0.496	4.900
292:15:18:45	-0.004	25.326	0.495	5.000
292:15:18:46	-0.004	25.319	0.495	5.000
292:15:18:48	-0.004	25.319	0.495	5.000
292:15:18:49	-0.004	25.305	0.496	5.000
292:15:18:50	-0.004	25.305	0.495	5.000
292:15:18:51	-0.004	25.295	0.495	5.000
292:15:18:52	-0.004	25.295	0.495	5.000
292:15:18:53	-0.004	25.281	0.495	5.000
292:15:18:54	-0.004	25.278	0.496	5.000
292:15:18:56	-0.004	25.260	0.495	5.000
292:15:18:57	-0.004	25.260	0.496	5.000
292:15:18:58	-0.004	25.247	0.496	5.000
292:15:18:59	-0.004	25.243	0.496	5.000
292:15:19:00	-0.004	25.240	0.495	5.000
292:15:19:01	-0.004	25.236	0.496	5.000
292:15:19:02	-0.004	25.243	0.495	5.000
292:15:19:04	-0.004	25.236	0.496	5.000
292:15:19:05	-0.004	25.236	0.496	5.000
292:15:19:06	-0.004	25.233	0.495	5.000
292:15:19:07	-0.004	25.226	0.496	5.000
292:15:19:08	-0.004	25.236	0.495	5.000
292:15:19:09	-0.004	25.236	0.495	5.000
292:15:19:10	-0.004	25.233	0.496	5.000
292:15:19:12	-0.004	25.233	0.496	5.000
292:15:19:13	-0.004	25.236	0.496	5.000
292:15:19:14	-0.004	25.233	0.496	5.000
292:15:19:15	-0.004	25.233	0.496	5.000
292:15:19:16	-0.004	25.229	0.496	5.000
292:15:19:17	-0.004	25.233	0.495	5.000
292:15:19:18	-0.004	25.233	0.495	5.000
292:15:19:20	-0.004	25.236	0.496	5.000
292:15:19:21	19.488	25.229	0.495	5.000
292:15:19:22	19.488	25.229	0.496	5.000
292:15:19:23	19.488	25.236	0.496	5.000
292:15:19:24	-0.004	25.229	0.496	5.000
292:15:19:25	-0.004	25.233	0.496	5.000
292:15:19:26	-0.004	25.243	0.496	5.000
292:15:19:28	-0.004	25.243	0.496	5.000
292:15:19:29	-0.004	25.247	0.496	5.000
292:15:19:30	19.488	25.243	0.496	5.000
