10/17/2019
ClinoTestAbsorp2_10/17/2019
HopeWikoff
Time (d:h:m:s)	NDIR Concentration (ppm)	Temperature (C)	N2 MFC Flowrate (sccm)	NH3 MFC Flowrate (sccm)	290:09:41:17	19.488	26.548	0.100	0.400
290:09:41:19	19.488	26.548	0.100	0.400
290:09:41:20	19.488	26.544	0.100	0.400
290:09:41:21	-0.004	26.544	0.100	0.400
290:09:41:23	-0.004	26.555	0.100	0.400
290:09:41:24	-0.004	26.558	0.100	0.400
290:09:41:25	19.488	26.562	0.100	0.400
290:09:41:27	-0.004	26.555	0.100	0.400
290:09:41:28	-0.004	26.565	0.100	0.400
290:09:41:29	19.488	26.558	0.100	0.400
290:09:41:31	19.488	26.551	0.100	0.400
290:09:41:32	-0.004	26.548	0.100	0.400
290:09:41:33	-0.004	26.544	0.100	0.400
290:09:41:35	-0.004	26.548	0.100	0.400
290:09:41:36	-0.004	26.548	0.100	0.400
290:09:41:37	19.488	26.548	0.100	0.400
290:09:41:39	-0.004	26.555	0.100	0.400
290:09:41:40	-0.004	26.551	0.100	0.400
290:09:41:41	19.488	26.555	0.100	0.400
290:09:41:43	-0.004	26.562	0.100	0.400
290:09:41:44	-0.004	26.562	0.100	0.400
290:09:41:45	19.488	26.558	0.100	0.400
290:09:41:47	19.488	26.565	0.100	0.400
290:09:41:48	-0.004	26.565	0.100	0.400
290:09:41:49	19.488	26.562	0.100	0.400
290:09:41:51	-0.004	26.568	0.100	0.400
290:09:41:52	-0.004	26.562	0.100	0.400
290:09:41:53	19.488	26.562	0.100	0.400
290:09:41:55	-0.004	26.562	0.100	0.400
290:09:41:56	19.488	26.558	0.100	0.400
290:09:41:57	19.488	26.551	0.100	0.400
290:09:41:59	-0.004	26.555	0.100	0.400
290:09:42:00	-0.004	26.555	0.100	0.400
290:09:42:01	-0.004	26.565	0.100	0.400
290:09:42:03	-0.004	26.568	0.100	0.400
290:09:42:04	19.488	26.568	0.100	0.400
290:09:42:05	-0.004	26.575	0.100	0.400
290:09:42:07	-0.004	26.579	0.100	0.400
290:09:42:08	-0.004	26.586	0.100	0.400
290:09:42:09	-0.004	26.582	0.100	0.400
290:09:42:11	-0.004	26.579	0.100	0.400
